,XLK,XLF,SPY,IEF,TIPS,VIX
Date,Close,Close,Close,Close,Close,Close
1/4/2019,0.03263245403,0.009844214035,0.02577532841,-0.002205495452,0,-0.1615839131
1/11/2019,0.02808781123,0.05942342047,0.02847329989,-0.007129124607,0,-0.02167353523
1/18/2019,0.008836133055,0,-0.002555239629,0.003859890926,0,-0.02157948587
1/25/2019,0.0111615035,0.001921230178,0.01597525763,0.002597029306,0,-0.07631830858
2/1/2019,0.01960555891,-0.01469477332,0.001517029873,0.004887173735,0,-0.02636687584
2/8/2019,0.02369124684,0.02917673373,0.02519116855,-0.001626405525,0,-0.05290165822
2/15/2019,0.01454467391,0.001134430071,0.006361093128,0.0015308078,0,-0.0986019768
2/22/2019,0.009860623635,0.00865480473,0.004575031212,-0.00989583903,0,0.004431321875
3/1/2019,-0.02167991395,-0.02734693774,-0.02148294845,0.01123337625,0,0.1678473757
3/8/2019,0.04454517948,0.02509637415,0.02465173326,0.003336037026,0,-0.2200331289
3/15/2019,0.004510977508,-0.04965422493,-0.00734982615,0.0118243822,0,0.2464718038
3/22/2019,0.009231670233,0.01449584638,0.01150031367,0.003098448561,0,-0.1840220309
3/29/2019,0.0256150611,0.03403119451,0.02132993921,-0.008851281893,0,-0.06711904208
4/5/2019,0.01165468571,0.02009743862,0.005494804142,-0.004360196481,0,-0.0652668154
4/12/2019,0.01306362755,0.007342176889,-0.0004826088549,0.0004748563649,0,0.006639028535
4/18/2019,0.00946419649,0.0130815819,0.01162106217,0.005586342227,0,0.05158274794
4/26/2019,0.003557818238,0.01326897718,0.002110854658,-0.00406831537,0,0.01093760904
5/3/2019,-0.03432152123,-0.02124292302,-0.02037416086,0.006049167784,0,0.2201865808
5/10/2019,-0.01055697321,-0.0220759517,-0.007875428375,0.005731751656,0,-0.005000010417
5/17/2019,-0.02798137895,-0.0007443245599,-0.01076300355,0.00597853252,0,-0.006916091698
5/24/2019,-0.0194234359,-0.03215711163,-0.02691677598,0.01424103964,0,0.16588864
5/31/2019,0.05809304749,0.04179038361,0.04399202913,0.002933897768,0,-0.1378930325
6/7/2019,-0.001181955617,0.004415018209,0.005581474336,0.0008236102044,0,-0.06462032407
6/14/2019,0.0286270439,-0.000734484058,0.01625382969,0.002010418296,0,0.007822725681
6/21/2019,-0.003453793008,0.0138637755,-0.003407158322,0.004372388092,0,-0.02099814684
6/28/2019,0.02417992353,0.02008675857,0.01846331149,-0.003916037972,0,-0.1271102185
7/5/2019,0.0147746185,0.005665737536,0.007310876982,-0.004939636828,0,-0.06936944841
7/12/2019,-0.005561405918,-0.013508915,-0.01164243186,0.00521334697,0,0.1538047189
7/19/2019,0.02327395596,0.02648927616,0.01615576379,-0.001643385744,0,-0.172542538
7/26/2019,-0.04380804417,-0.03873285727,-0.03158529046,0.01550418654,0,0.370315046
8/2/2019,-0.007109335517,-0.01570234928,-0.003423254062,0.008778272063,0,0.02023677829
8/9/2019,-0.002679085611,-0.02233066367,-0.009544062661,0.01311261811,0,0.02744409342
8/16/2019,-0.01428136206,-0.01784744544,-0.0139447963,0.001495228741,0,0.07306326235
8/23/2019,0.0301235285,0.03093419045,0.02633098596,0.002019404523,0,-0.04582526338
8/30/2019,0.02446871128,0.01913229808,0.01896754578,-0.005364772552,0,-0.2353355921
9/6/2019,-0.004180505289,0.03755134565,0.01014796571,-0.02590587034,0,-0.08773891431
9/13/2019,-0.01115115012,-0.01449556935,-0.009376580703,0.01348335034,0,0.1088478775
9/20/2019,-0.007127257429,-0.0003561887838,-0.009702272578,0.003387114389,0,0.1169123347
9/27/2019,0.01073400221,-0.02197099003,-0.003560834623,0.01264440561,0,-0.0105079776
10/4/2019,0.01258343769,0.006895327629,0.006535417671,-0.01692477598,0,-0.08957548096
10/11/2019,-0.008124121493,0.01649965695,0.005687857152,0.0004467277269,0,-0.08923113373
10/18/2019,0.02453886175,0.01867895717,0.01210882584,-0.003310520627,0,-0.1190996915
10/25/2019,0.02088506009,0.01662088124,0.01494087753,0.004917090055,0,-0.0280579528
11/1/2019,0.01698032484,0.02442455201,0.009104569623,-0.01699910521,0,-0.01887622727
11/8/2019,0.01292126884,-0.003020643344,0.009182800982,0.00849070226,0,-0.001658375173
11/15/2019,-0.007478605874,0.005698021115,-0.002665597724,0.004576667027,0,0.02378135854
11/22/2019,0.01796900994,0.007657770067,0.01071547349,-0.001074979948,0,0.02243683864
11/29/2019,-0.004547529438,0.006941029354,0.001780095197,-0.005392302093,0,0.07625644361
12/6/2019,0.01952107123,0.01146238193,0.007750873204,0.001710710362,0,-0.07546436436
12/13/2019,0.01618301777,-0.0009773579537,0.01068891926,-0.007948018719,0,-0.009546611884
12/20/2019,0.01049993241,0.002929212835,0.006619145036,0.003710915242,0,0.07096268606
12/27/2019,0.004667579709,-0.0006501950814,-0.001394765208,0.007021995004,0,0.04299387107
1/3/2020,0.02153385474,-0.001953125621,0.01018338739,-0.001975575355,0,-0.1099677206
1/10/2020,0.0289360555,0.01101760983,0.01897694025,0.0004493372351,0,-0.03731170844
1/17/2020,0.003186844126,-0.02084087153,-0.009625937022,0.01019048776,0,0.1850725902
1/24/2020,-0.02178961493,-0.01425044828,-0.02164573366,0.01412951801,0,0.2577042264
1/31/2020,0.04472081453,0.03154006507,0.0320245127,-0.006863203359,0,-0.1970796046
2/7/2020,0.02251520847,0.00805287006,0.01612456554,0.0003531073483,0,-0.1229677524
2/14/2020,-0.02502613231,-0.01291590445,-0.01227886918,0.00834986174,0,0.2219732762
2/21/2020,-0.1180219017,-0.1460049841,-0.1183454464,0.02600466176,0,0.8537174914
2/28/2020,0.006092076603,-0.03989788861,0.004042315011,0.02642584134,0,0.04461434569
3/6/2020,-0.05454847278,-0.1029715472,-0.09937949849,-0.02565861058,0,0.3212676467
3/13/2020,-0.1644982072,-0.1979748868,-0.1630520042,0.0151383499,0,0.1327529469
3/20/2020,0.09566652271,0.1053076322,0.1021999319,0.01532597048,0,-0.007599975781
3/27/2020,-0.01888181458,-0.06743021193,-0.0208536095,0.007903877801,0,-0.3367774403
4/3/2020,0.09963878353,0.1743126531,0.1141456976,-0.008069208048,0,-0.1161017575
4/9/2020,0.04655202537,-0.04326652543,0.02988679351,0.006509849531,0,-0.0882556877
4/17/2020,-0.007083058451,-0.02946054892,-0.01288618804,0.003198165832,0,-0.05995315661
4/24/2020,0.00304174177,0.01461213213,-0.0006363122387,-0.003526761909,0,0.03446730681
5/1/2020,0.06404627402,0.01037213357,0.03355494471,-0.001480020004,0,-0.2845499387
5/8/2020,-0.01391788734,-0.05723758727,-0.02128916455,0.003449978779,0,0.1308025118
5/15/2020,0.03179884684,0.04049890195,0.03149541767,-0.0005741705444,0,-0.1243899497
5/22/2020,0.01522193332,0.06576381942,0.02961400881,0.0004921663622,0,-0.02335295635
5/29/2020,0.03451039627,0.1141216826,0.04817658655,-0.01795588352,0,-0.1150604639
6/5/2020,-0.0199189934,-0.09633967297,-0.04853811352,0.01343526595,0,0.3865267076
6/12/2020,0.02807027841,0.006274858489,0.01445729676,0.001234923797,0,-0.02724504989
6/19/2020,-0.00687018111,-0.06015559088,-0.02822642172,0.003531686148,0,-0.01116690201
6/26/2020,0.03607566874,0.01712445798,0.03979096828,-0.002051787826,0,-0.226893736
7/2/2020,0.02634321539,0.02110782652,0.01702114702,0.001395673639,0,-0.01418979603
7/10/2020,-0.01163290769,0.02067148063,0.0129203593,0.001147917476,0,-0.0608078559
7/17/2020,-0.01537548565,0.01327269588,-0.002614380574,0.002537137671,0,0.006211200093
7/24/2020,0.04851853576,-0.00993796999,0.01742398112,0.003752961899,0,-0.05488454866
7/31/2020,0.02953330582,0.03315220732,0.02435492266,-0.002201117752,0,-0.09649649235
8/7/2020,0.001230120531,0.01359477155,0.006761914923,-0.009017932896,0,-0.007230036013
8/14/2020,0.03503075816,-0.03516224029,0.00780699494,0.005666202801,0,0.02197890672
8/21/2020,0.04330830248,0.04228534124,0.03217389069,-0.006078047459,0,0.01846206284
8/28/2020,-0.04178326618,-0.002764068887,-0.02311290941,0.0007411983045,0,0.2921364228
9/4/2020,-0.04466728313,-0.02320104068,-0.02515539882,0.004435689875,0,-0.1348795716
9/11/2020,-0.0106800588,-0.001214820963,-0.01026020344,-0.002544008594,0,-0.03947381552
9/18/2020,0.0193182791,-0.04941840037,-0.005823668981,0.003117567543,0,0.02106954018
9/25/2020,0.008738259027,0.03390155168,0.01542509114,-0.003199740187,0,0.04629599165
10/2/2020,0.04458036583,0.03755741231,0.03823057355,-0.005603640539,0,-0.1000263141
10/9/2020,0.007791170783,-0.009558017806,0.001267755954,0.001981343008,0,0.09203208545
10/16/2020,-0.02237528646,0.01035041087,-0.004357431109,-0.007201123698,0,0.005094625284
10/23/2020,-0.06613835924,-0.05662273905,-0.05725028198,-0.002661788296,0,0.3221098015
10/30/2020,0.09230433833,0.04507112683,0.06983774018,0.003658135107,0,-0.424852251
11/6/2020,-0.003130408685,0.07967281679,0.02242208412,-0.004324690706,1.098612289,-0.07342746855
11/13/2020,-0.009034084069,0.005534048435,-0.007765341854,0.004324690706,-0.4054651081,0.02564243061
11/20/2020,0.02100831063,0.04636949257,0.02319992788,-0.0002489936519,0,-0.1286008313
11/27/2020,0.02718301669,0.0177550356,0.01685065501,-0.009591799632,-0.6931471806,-0.002402115015
12/4/2020,-0.01390131837,-0.01810634423,-0.009644848249,0.006932002536,0,0.1144103512
12/11/2020,0.03128348553,0.001053555848,0.007831660196,-0.004588120666,0,-0.07757899265
12/18/2020,0.006295928457,0.01601705551,-0.0004876859399,0.001670844165,0,0.07757899265
12/24/2020,0.007410872269,0.0181418633,0.01313824627,0.001251303604,0,-0.02431730765
12/31/2020,0.00567529708,0.0476911564,0.01954666677,-0.01435853209,0,-0.05372539936
1/8/2021,-0.02587486517,0.0006466214257,-0.01469060451,0.001774473405,0,0.1212813415
1/15/2021,0.04158139846,-0.01958287122,0.01893067158,0.001096907674,0,-0.105177934
1/22/2021,-0.02980049372,-0.0468967699,-0.03402944723,0.0005058595505,-0.3364722366,0.4122879683
1/29/2021,0.04837272249,0.06486230291,0.04656546055,-0.006850790104,0,-0.4609184008
2/5/2021,0.02387759017,0.02018975806,0.01263552404,-0.0003395297546,-0.2231435513,-0.04408157366
2/12/2021,-0.01849746885,0.02784475216,-0.00666950228,-0.01066881626,0,0.09908145447
2/19/2021,-0.04019435862,-0.003090237317,-0.02510548657,-0.006715479392,0.4054651081,0.2371045977
2/26/2021,-0.01340337428,0.04241774941,0.008560373745,-0.01164319348,-0.1823215568,-0.1252347019
3/5/2021,0.01889747433,0.03096041677,0.02682463555,-0.004730626431,0.1823215568,-0.175532006
3/12/2021,-0.01386942274,-0.01594467756,-0.01169066586,-0.007491992207,-0.6931471806,0.01248815461
3/19/2021,0.02341205801,0.004373822398,0.01655118882,0.004854164247,1.386294361,-0.1050953692
3/26/2021,0.02095918602,0.002905289667,0.01162468055,-0.001938839067,1.011600912,-0.08460417348
4/1/2021,0.04538199818,0.01953523773,0.02679633301,0.002202935199,0,-0.03762936605
4/9/2021,0.0107343087,0.007087201883,0.01392481022,0.005967547328,-0.1292117315,-0.0267168289
4/16/2021,-0.004195810351,-0.0005651314081,-0.00124700256,0.001923077516,-0.1484200051,0.06434619495
4/23/2021,-0.02124725822,0.0245685166,0.001342861455,-0.004551430177,-0.04082199452,0.07125996693
4/30/2021,-0.004807529081,0.04106465675,0.01148424621,0.004376757687,-0.1823215568,-0.108889333
5/7/2021,-0.02218192108,0.002643406245,-0.01321111381,-0.00297410996,-0.1053605157,0.1195789056
5/14/2021,0.001543153483,-0.007951274333,-0.003944588528,0.0005254860867,-0.1177830357,0.06881564508
5/21/2021,0.0160970736,0.01085097321,0.01221601337,0.001662219883,0,-0.1842091933
5/28/2021,0.01163722637,0.01255574956,0.006076160344,0.003229046747,-0.06453852114,-0.02049499103
6/4/2021,0.01383049813,-0.02393906242,0.004038214979,0.007292331995,0.2876820725,-0.04802918704
6/11/2021,0.0008448919745,-0.06404166199,-0.0223785896,-0.0006056673341,-0.1053605157,0.2796627833
6/18/2021,0.02185803297,0.04712623651,0.02778451636,-0.005641641488,-0.1177830357,-0.2815815559
6/25/2021,0.03138283232,0.0002707459066,0.01652891768,0.007457544101,0,-0.03584613177
7/2/2021,0.008901938809,-0.006245777262,0.004141554859,0.005685749294,-0.2876820725,0.07106989899
7/9/2021,-0.005970166987,-0.01620246896,-0.009644077239,0.004713553741,0.8109302162,0.1312884589
7/16/2021,0.02769024104,0.003868476778,0.01974171175,0.002220515047,-0.2047944126,-0.07015498667
7/23/2021,-0.007274648865,0.0071448504,-0.003255737408,0.004171461376,-0.1466034742,0.05870760083
7/30/2021,0.009472594025,0.03603509005,0.009035248753,-0.005793660238,-0.05406722127,-0.121696935
8/6/2021,0.0008391157504,0.0188388617,0.007721698411,0.001792803656,0.5108256238,-0.04431104632
8/13/2021,0.00482735144,-0.0233392002,-0.005757482619,0.002470504302,0.2363887781,0.183399724
8/20/2021,0.01440708288,0.03416683885,0.01542090294,-0.003153098185,-0.2702903297,-0.1243373346
8/27/2021,0.008570760809,-0.02413507574,0.006265726276,-0.001366587162,0,0.001219512346
9/3/2021,-0.01727945775,-0.01295457641,-0.01700615263,-0.001539646186,-0.03509131981,0.2442477413
9/10/2021,-0.007369230107,0,-0.009111063883,-0.0028288562,-0.2411620568,-0.006705005963
9/17/2021,0.007879857551,0.01688694483,0.00567034536,-0.006718371523,-0.1466034742,-0.1590481245
